fileName,script,labels
Ses02F_script01_3_M029,"I got this idea watching them go down.  Everything was being destroyed, see, but it seemed that there was one new thing being made.  A sort of responsibility.  Man for man.",sad
Ses02F_script01_3_M030,"You know what I mean?  To show that, to bring that onto the Earth again, like some kind of monument and everyone would feel it standing behind him and it would make a difference to him.",sad
Ses02F_script01_3_M031,Then I came back and it was incredible.  There was no meaning in it here.  The whole thing to them seemed like sort of a bus accident.  I went to work with Dad and that rat race again.,sad
Ses02F_script01_3_M032,"And I felt what you said, ashamed somehow 'cause nobody was changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",sad
Ses02F_script01_3_M033,"I mean, you can take those things out of a war, but when you drive that car, you've gotta know that it came out of the love a man can have for a man.  You've gotta be a little better because of it.",sad
Ses02F_script01_3_M034,Because otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of it.  And I guess that included you.,sad
Ses02F_script01_3_F026,You still feel that way?,sad
Ses02F_script01_3_M035,I want you now Annie.,xxx
Ses02F_script01_3_F027,"'Cause you mustn't feel that way.  Because you have a right to everything that you have.  Do you understand that?  Everything, Chris, and me too.",xxx
Ses02F_script01_3_F028,"I mean, and your money, there's nothing wrong with your money.  I mean, your father put hundreds of planes in the air.  A man should be paid for that.",xxx
Ses02F_script01_3_M036,"I know Annie.  Annie, I'm gonna make a fortune for you.",xxx
Ses02F_script01_3_F029,What'll I do with a fortune?,hap
Ses02F_script02_1_M000,What time is it?  They're supposed to run around midnight.,exc
Ses02F_script02_1_M001,"This is great, isn't it?  Look at the night we've got here, couldn't be better.",exc
Ses02F_script02_1_M002,"I would have liked to have gone a little further up the coast to get away from the lights and the people, but I was afraid we'd miss it.",exc
Ses02F_script02_1_M003,How you doing?,exc
Ses02F_script02_1_F000,Fine.,xxx
Ses02F_script02_1_M004,Is that--no--is that just foam?  I can't even tell.,exc
Ses02F_script02_1_M005,"Well, I guess we can tell, it probably isn't right?  Probably be unmistakable don't you think?",exc
Ses02F_script02_1_M006,"How you doing?  Aw, you know what I forgot?  I forgot to bring my flashlight.  Oh, how could I be so stupid?  I should've brought my flashlight.",exc
Ses02F_script02_1_F001,What flashlight?,neu
Ses02F_script02_1_M007,"You know, the flashlight, the silver one.  There's only one isn't there?",xxx
Ses02F_script02_1_F002,That's not your flashlight.,xxx
Ses02F_script02_1_M008,Who's is it?,xxx
Ses02F_script02_1_F003,It's ours.  It's mine too.,xxx
Ses02F_script02_1_M009,"Oh, well sure.",neu
Ses02F_script02_1_F004,"You kept saying my flashlight, if as if somehow it's just yours.  I mean is that supposed to make me feel?",xxx
Ses02F_script02_1_M010,"Right, of course.  Our flashlight.  Mine and yours.  I mean, me flashlight is su flashlight naturally.",neu
Ses02F_script02_1_M011,How could we forget to bring it?  I hope the moon stays out.,xxx
Ses02F_script02_1_M012,"I wonder, do they always run during a full moon?  I can't remember if it was full last year.  Do you remember?",neu
Ses02F_script02_1_F005,Yeah.,neu
Ses02F_script02_1_M013,"You cold?  Do you want my jacket?  Oh, we should've brought the blanket.  Our blanket.",neu
Ses02F_script02_1_M014,"This is great, isn't it?  A six pack would be just the ticket right now.",exc
Ses02F_script02_1_M015,I can't believe I forgot.  I'm like a kid.  It's amazing I got out of the house with my fly zipped.,exc
Ses02F_script02_1_M016,You think they can hear us talk?  Or feel the vibrations in the sand when we move around?,exc
Ses02F_script02_1_F006,I'm cold.,xxx
Ses02F_script02_1_M017,Do you want my jacket?,neu
Ses02F_script02_1_F007,"It's after eleven, let's just go home.",fru
Ses02F_script02_1_M018,Are you kidding?  We'd miss it.  We just got here.  What's the point of coming down here if we just turn around and go home.,xxx
Ses02F_script02_1_F008,There is no point in coming down here.,xxx
Ses02F_script02_1_M019,Right.,neu
Ses02F_script02_1_F009,That's my point.,xxx
Ses02F_script02_1_M020,That's my point too.,neu
Ses02F_script02_1_F010,"So, let's go.",xxx
Ses02F_script02_1_M021,No. No. That's not my point.  The point is there's no point in coming down if we just leave.  Don't you want to see it?,neu
Ses02F_script02_1_F011,Not particularly.,xxx
Ses02F_script02_1_M022,Why not?,xxx
Ses02F_script02_1_F012,I just don't.  It's stupid.,xxx
Ses02F_script02_1_M023,"Honey, this is a natural phenomenon.  I mean this only happens once a year, you know.",xxx
Ses02F_script02_1_M024,"Think about the people in Kansas, they had to get plane tickets and hotel reservations to see this.  We live forty minutes away.  It's too good to pass up.",exc
Ses02F_script02_1_F013,"Pass up what?  These little fish swim onto the beach, they flop around, and swim away.  And then they die.",fru
Ses02F_script02_1_M025,"Yeah, but that moment on the beach, is the highlight of their little lives.  All that flopping is laying eggs or what do you--spawning or mating.  I mean,",exc
Ses02F_script02_1_M026,this is a big night for these guys.  Life's last orgy.,exc
Ses02F_script02_1_F014,"What are you so excited about?  I mean, it's not a moon landing we're talking about here.  It's fish.  It's a fish nobody even eats.",fru
Ses02F_script02_1_M027,Yeah they do.,fru
Ses02F_script02_1_F015,"Ah, Augie.",fru
Ses02F_script02_1_M028,Alright.  But it's fish that do something that none of the other fish do.  Like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs.,exc
Ses02F_script02_1_M029,There's--there's a bit of the magic--some unexplainable here.  I don't see how you can not be interested.,xxx
Ses02F_script02_1_F016,I'm just not.,fru
Ses02F_script02_1_M030,For real?,xxx
Ses02F_script02_1_F017,Yeah.,xxx
Ses02F_script02_1_M031,"I don't get it.  The first time we came here, you said it was the best night of your life.",neu
Ses02F_script02_1_M032,"And last year, I remember specifically you were so excited to go that you stubbed your toe rushing me out of the house and didn't even notice until we got in the car.",xxx
Ses02F_script02_1_F018,"Last year, you will also remember our shoes got wet, I got sand in my panties, you got a sore throat, we got in a big fight over nothing, and we didn't see the grunions.",fru
Ses02F_script02_1_M033,We weren't in a good spot.,neu
Ses02F_script02_1_F019,We didn't see them the first time either.,neu
Ses02F_script02_1_M034,"We just weren't in a good spot.  This is a much better spot.  Believe me, I've got good instincts for these things.",xxx
Ses02F_script02_1_M035,There is that--no that's just seaweed isn't it?,exc
Ses02F_script02_1_M036,"Oh man, this is great, isn't it?  I wouldn't miss this for anything.  Here, think about this, all right, I know you're not interested, but think about this.",exc
Ses02F_script02_1_M037,"Somewhere out there, this huge mass of silver fish swimming this way.",xxx
Ses02F_script02_1_M038,"They don't know why, we don't know why.  Nobody sent them an invitation or a map, it wasn't a decision, just-",xxx
Ses02F_script02_1_M039,"all as one, this time release instinctual little firecracker went off and they all turned and formed a line as long as the California coast and started swimming.  And they're swimming right now as if that's all that matters.",exc
Ses02F_script02_1_M040,It's like single mindedness with no mind.  It's urgency that's pure urge.  They don't know what drives them.  They don't ask it a question or give it a name.,exc
Ses02F_script02_1_M041,"They just turn as one and start the swim that brings them right here to where we stand, for a massive celebration of sex and death.",exc
Ses02F_script02_1_M042,"Ah, God, I'm giving myself goose bumps.  Look, all my hairs are popped up.",exc
Ses02F_script02_1_F020,That's the wind.,xxx
Ses02F_script02_1_M043,"Well, so what do you think?",neu
Ses02F_script02_1_F021,About what?,neu
Ses02F_script02_1_M044,What I was saying.,neu
Ses02F_script02_1_F022,It's ridiculous.,xxx
Ses02F_script02_2_M000,"Well, so what do you think?",exc
Ses02F_script02_2_F000,About what?,neu
Ses02F_script02_2_M001,What I was saying.,neu
Ses02F_script02_2_F001,It's ridiculous.,fru
Ses02F_script02_2_M002,It certainly is not.  It's slightly exaggerated scientific fact.,neu
Ses02F_script02_2_F002,It's PR.  Somebody sold you a bill of goods that this wonderful event is gonna take place on the beach.,xxx
Ses02F_script02_2_M003,"Well, I'm not the only one.  Look at all these people.",neu
Ses02F_script02_2_F003,"Sure, everybody's told the same story.  It keeps us all excited.  It keeps us coming back for more.  It keeps us thinking that life is gonna start any second now if we could just find the right spot and get in on the action.",xxx
Ses02F_script02_2_M004,Are we talking about the same thing?,xxx
Ses02F_script02_2_F004,"Well, I'm sorry, but it's still just fish to me.",xxx
Ses02F_script02_2_M005,"Carla, can I ask you something?  Don't take this wrong, but are you having your period?",neu
Ses02F_script02_2_F005,"God damn it, Augie, don't ask me that.  I hate it when you ask me that.  You always ask me that.  It's insulting.",ang
Ses02F_script02_2_M006,"Well, what's bugging you?",fru
Ses02F_script02_2_F006,We just have different ideas of what this evening is supposed to look like.,ang
Ses02F_script02_2_M007,"There's nothing to it.  We come here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish.  They go home. We go home.",neu
Ses02F_script02_2_F007,"For heaven sake, we're not going to see the grunions.",fru
Ses02F_script02_2_M008,Why not?,fru
Ses02F_script02_2_F008,"We never do, do we?  I mean, have we ever?",fru
Ses02F_script02_2_M009,We've missed them twice.  That's not ever.,neu
Ses02F_script02_2_F009,Twice is every time we've tried. That's ever.,fru
Ses02F_script02_2_M010,"Well, we'll see them this year.",neu
Ses02F_script02_2_F010,"No, we won't.  It's pointless.  It's like waiting up to see Santa Claus.",fru
Ses02F_script02_2_F011,"I mean, I feel like my whole life is gonna be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up.  And the fish won't show up.",ang
Ses02F_script02_2_M011,I thought you wanted to see it.,fru
Ses02F_script02_2_F012,You don't understand anything I'm saying.,fru
Ses02F_script02_2_M012,"No, of course not.",fru
Ses02F_script02_2_F013,I did want to see it.  I always do.  I keep thinking that this is gonna be the time and it never is.,fru
Ses02F_script02_2_M013,It's just fish.  Nothing to get traumatized about.,neu
Ses02F_script02_2_F014,"For heaven sake, this isn't about fish.",xxx
Ses02F_script02_2_M014,"All right.  Look, I've been trying to work this backwards, but I cannot seem to figure out the exact moment that we took a turn for the worst.",fru
Ses02F_script02_2_M015,"I mean, you were-  you were fine during the phone call from Marge.  Dinner was okay.  Doing the dishes was no problem.  Let's see.  I took a shower.  You watched the news.",xxx
Ses02F_script02_2_M016,"You said, ""Hey the grunion are running tonight.""  I said, ""Great, let's go.  I feel lucky.""",neu
Ses02F_script02_2_M017,"Okay, so I'm putting on my jacket, putting out the animals, getting the car out of the garage--",neu
Ses02F_script02_2_F015,"Do you remember the first time we came to see it?  It was about four years ago, right after we got married.",sad
Ses02F_script02_2_F016,"I thought I was pregnant, you had a bottle of champagne, but no glasses.  You asked me to dance, so we kicked off our shoes and you popped the cork.",sad
Ses02F_script02_2_F017,"And while we were dancing, you said the softest, most intimate things to me right into my ear so that I could feel them as much as hear them.",sad
Ses02F_script02_2_F018,"And I remember thinking, this is it.  You know, at last--at last I am as happy as I am supposed to be.",sad
Ses02F_script02_2_M018,Wait a minute.  I've got it.,neu
Ses02F_script02_2_F019,"Just dancing barefoot in the sand, drinking champagne out of the bottle.",sad
Ses02F_script02_2_M019,"It was in the car, right?  Driving past the Knickerbocker Liquor Locker, you said, ""let's get some champagne,"" and I said, ""time's a wasting"" or something like that, right?",neu
Ses02F_script02_2_M020,"Yeah, of course, I see it now.  You want this to be like that other time, right?  That's it, right?",neu
Ses02F_script02_2_F020,I'd rather not remember some things.  I would rather not hope for some things.,sad
Ses02F_script02_2_M021,"Okay, yeah, sure, I see it now.  Listen, you wanna dance?",neu
Ses02F_script02_2_F021,No.,sad
Ses02F_script02_2_M022,You want me to go get some champagne?,neu
Ses02F_script02_2_F022,No.,sad
Ses02F_script02_2_M023,Take off our shoes?,neu
Ses02F_script02_2_F023,No. No.,xxx
Ses02F_script02_2_M024,"Well, what?  You want me to breathe in your ear?",fru
Ses02F_script02_2_F024,No.,sad
Ses02F_script02_2_M025,You wanna get married again?,fru
Ses02F_script02_2_F025,No.,fru
Ses02F_script02_2_M026,What?  What?  You want a divorce?,fru
Ses02F_script02_2_F026,No.,fru
Ses02F_script02_2_M027,A vacation?,fru
Ses02F_script02_2_F027,No.,fru
Ses02F_script02_2_M028,"A new carpet?  A poodle?  Ice cream?  Back rub?  A suicide pact?  What?  What?  Carla, what the hell do you want?",fru
Ses02F_script02_2_F028,I want something to turn out the way that it's supposed to.,xxx
Ses02F_script02_2_M029,"Well, welcome to the human race.  Do you think this is what I had in mind when I proposed?  That four years down the road, we'd be at the beach yelling at each other over fish?",ang
